"MEDV","log_MEDV","CRIM","log_CRIM","ZN","INDUS","CHAS","NOX","RM","AGE","DIS","RAD","TAX","PTRATIO","B","LSTAT","LON","LAT","dist_boston_center","north_south","east_west","high_LSTAT","high_TAX","spatial_cluster"
14.9,2.70136121295141,9.51363,2.35267251060436,0,18.1,"No",0.713,6.728,94.1,2.4961,"24",666,20.2,6.68,18.71,-71.0430572,42.309363,0.0531529630485326,"South","East","1","1","1"
13.4,2.59525470695687,6.71772,2.04351898362862,0,18.1,"No",0.713,6.749,92.6,2.3236,"24",666,20.2,0.32,17.44,-71.0425572,42.313363,0.0495119609876094,"South","East","1","1","1"
12.6,2.53369681395743,9.92485,2.39104001091028,0,18.1,"No",0.74,6.251,96.6,2.198,"24",666,20.2,388.52,16.44,-71.0463572,42.313563,0.0481976576281341,"South","East","1","1","1"
17.1,2.83907846350861,9.72418,2.37250100501465,0,18.1,"No",0.74,6.406,97.2,2.0651,"24",666,20.2,385.96,19.52,-71.0490572,42.316363,0.0448308585779833,"South","East","1","1","1"
14.1,2.64617479738412,4.75237,1.74961194380197,0,18.1,"No",0.713,6.525,86.5,2.4358,"24",666,20.2,50.92,18.13,-71.0510572,42.313363,0.0473904703589129,"South","East","1","1","1"
10.5,2.35137525716348,22.0511,3.13771349064672,0,18.1,"No",0.74,5.818,92.4,1.8662,"24",666,20.2,391.45,22.11,-71.0475572,42.311163,0.0502343416483094,"South","East","1","1","1"
12.8,2.54944517092557,9.39063,2.34090443849907,0,18.1,"No",0.74,5.627,93.9,1.8172,"24",666,20.2,396.9,22.88,-71.0455572,42.308363,0.0534298369905701,"South","East","1","1","1"
14.3,2.66025953726586,5.58107,1.88419734609877,0,18.1,"No",0.713,6.436,87.9,2.3158,"24",666,20.2,100.19,16.22,-71.0485572,42.306363,0.0547232919408046,"South","East","1","1","1"
9.6,2.26176309847379,14.4208,2.73571724746388,0,18.1,"No",0.74,6.461,93.3,2.0026,"24",666,20.2,27.49,18.05,-71.0513572,42.308863,0.0517892266870151,"South","East","1","1","1"
8.4,2.12823170584927,13.6781,2.68635658701695,0,18.1,"No",0.74,5.935,87.9,1.8206,"24",666,20.2,68.95,34.02,-71.0545572,42.305363,0.0549090072833167,"South","East","1","1","1"
11.7,2.45958884180371,13.9134,2.70226013765657,0,18.1,"No",0.713,6.208,95,2.2222,"24",666,20.2,100.63,15.17,-71.0495572,42.303863,0.0570077896505315,"South","East","1","1","1"
8.7,2.16332302566054,15.1772,2.78360284350288,0,18.1,"No",0.74,6.152,100,1.9142,"24",666,20.2,9.32,26.45,-71.0425572,42.303363,0.0590438335547261,"South","East","1","1","1"
14.1,2.64617479738412,9.32909,2.33496418631793,0,18.1,"No",0.713,6.185,98.7,2.2616,"24",666,20.2,396.9,18.13,-71.0485572,42.301363,0.0596406629812139,"South","East","1","1","1"
13,2.56494935746154,7.52601,2.14312149122528,0,18.1,"No",0.713,6.417,98.3,2.185,"24",666,20.2,304.21,19.31,-71.0540572,42.301163,0.0591356295378596,"South","East","1","1","1"
13.4,2.59525470695687,11.1604,2.49818477073384,0,18.1,"No",0.74,6.629,94.6,2.1247,"24",666,20.2,109.85,23.27,-71.0595572,42.302363,0.0577407402172812,"South","East","1","1","1"
6.3,1.84054963339749,9.91655,2.39027998633314,0,18.1,"No",0.693,5.852,77.8,1.5004,"24",666,20.2,338.16,29.97,-71.0367388384615,42.3376821615385,0.0315226357086627,"South","East","1","1","1"
8.3,2.11625551480255,24.8017,3.25044038122969,0,18.1,"No",0.693,5.349,96,1.7028,"24",666,20.2,396.9,19.77,-71.0400388384615,42.3359821615385,0.0306172099747295,"South","East","1","1","1"
12.1,2.4932054526027,9.59571,2.36044920221687,0,18.1,"No",0.693,6.404,100,1.639,"24",666,20.2,376.11,20.31,-71.0420388384616,42.3362821615385,0.0291819841238703,"South","East","1","1","1"
7.2,1.97408102602201,14.2362,2.72367417533514,0,18.1,"No",0.693,6.343,100,1.5741,"24",666,20.2,396.9,20.32,-71.0460388384615,42.3359821615385,0.0273327570540411,"South","East","1","1","1"
5.6,1.7227665977411,25.0461,3.25986804489927,0,18.1,"No",0.693,5.987,100,1.5888,"24",666,20.2,396.9,26.77,-71.0450388384616,42.3390821615385,0.0251770000752764,"South","East","1","1","1"
5,1.6094379124341,38.3518,3.67254171714632,0,18.1,"No",0.693,5.453,100,1.4896,"24",666,20.2,396.9,30.59,-71.0430388384615,42.3456821615385,0.0214347967392267,"North","East","1","1","1"
13.1,2.57261223020711,8.71675,2.27385120042095,0,18.1,"No",0.693,6.471,98.8,1.7257,"24",666,20.2,391.98,17.12,-71.0530388384615,42.3398821615385,0.0210502780655444,"South","East","1","1","1"
12.5,2.52572864430826,5.87205,1.9274624605577,0,18.1,"No",0.693,6.405,96,1.6768,"24",666,20.2,396.9,19.37,-71.0526388384615,42.3377821615385,0.0231794749165337,"South","East","1","1","1"
12.7,2.54160199346455,13.3598,2.66443263594649,0,18.1,"No",0.693,5.887,94.7,1.7821,"24",666,20.2,396.9,16.35,-71.0500388384615,42.3381821615385,0.0236413160935818,"South","East","1","1","1"
13.8,2.62466859216316,8.64476,2.26641476268884,0,18.1,"No",0.693,6.193,92.6,1.7912,"24",666,20.2,396.9,15.17,-71.0500388384615,42.3354821615385,0.0261640622673388,"South","East","1","1","1"
8.5,2.14006616349627,41.5292,3.75019089883704,0,18.1,"No",0.693,5.531,85.4,1.6074,"24",666,20.2,329.46,27.38,-71.0532388384615,42.3346821615385,0.0260406463441593,"South","East","1","1","1"
5,1.6094379124341,67.9208,4.23295801925342,0,18.1,"No",0.693,5.683,100,1.4254,"24",666,20.2,384.97,22.98,-71.0545388384615,42.3367821615385,0.0237221693882151,"South","East","1","1","1"
8.5,2.14006616349627,7.67202,2.16010175096769,0,18.1,"No",0.693,5.747,98.9,1.6334,"24",666,20.2,393.1,19.92,-71.0520388384615,42.3423821615385,0.0189999299316097,"South","East","1","1","1"
25,3.2188758248682,5.73116,1.90674749135964,0,18.1,"No",0.532,7.061,77,3.4106,"24",666,20.2,395.28,7.01,-71.1676506,42.2851804,0.132059227108608,"South","West","0","1","1"
23.7,3.16547504814109,5.70818,1.90332767723243,0,18.1,"No",0.532,6.75,74.9,3.3317,"24",666,20.2,393.07,7.74,-71.1618506,42.2841804,0.12791642468628,"South","West","0","1","1"
23,3.13549421592915,5.82401,1.92044727560448,0,18.1,"No",0.532,6.242,64.7,3.4242,"24",666,20.2,396.9,10.74,-71.1568506,42.2776804,0.128012931005123,"South","West","0","1","1"
21.8,3.08190996979504,2.81838,1.3398262488999,0,18.1,"No",0.532,5.762,40.3,4.0983,"24",666,20.2,392.92,10.42,-71.1643506,42.2719804,0.137422316035353,"South","West","0","1","1"
23,3.13549421592915,0.30347,0.265029939166847,0,7.38,"No",0.493,6.312,28.9,5.4159,"5",287,19.6,396.9,6.15,-71.0152013,42.2107392,0.155622058071244,"South","East","0","0","1"
22.2,3.10009228887823,0.24103,0.215941679983465,0,7.38,"No",0.493,6.083,43.7,5.4159,"5",287,19.6,396.9,12.79,-71.0042013,42.2157392,0.154376126257685,"South","East","1","0","1"
23.1,3.13983261752775,0.18159,0.166860989098341,0,7.38,"No",0.493,6.376,54.3,4.5404,"5",287,19.6,396.9,6.87,-70.9967013,42.2184392,0.154714125206234,"South","East","0","0","1"
23.8,3.16968558067743,0.1676,0.154950359997823,0,7.38,"No",0.493,6.426,52.3,4.5404,"5",287,19.6,396.9,7.2,-70.9901013,42.2192392,0.156764237306625,"South","East","0","0","1"
18.5,2.91777073208428,0.28392,0.249917898030764,0,7.38,"No",0.493,5.708,74.3,4.7211,"5",287,19.6,391.13,11.74,-70.9962013,42.2082392,0.16429494684356,"South","East","1","0","1"
25,3.2188758248682,0.34109,0.293482716141451,0,7.38,"No",0.493,6.415,40.1,4.7211,"5",287,19.6,396.9,6.12,-71.0067013,42.1883392,0.179517343725693,"South","East","0","0","1"
20.4,3.01553490085017,0.35114,0.300948680552166,0,7.38,"No",0.493,6.041,49.9,4.7211,"5",287,19.6,396.9,7.7,-71.0062013,42.1992392,0.169273004221964,"South","East","0","0","1"
24.6,3.20274644293832,0.19186,0.175515112080976,0,7.38,"No",0.493,6.431,14.7,5.4159,"5",287,19.6,393.68,5.08,-71.0167013,42.2032392,0.162437806123849,"South","East","0","0","1"
30.1,3.40452517175483,0.65665,0.504797491027649,20,3.97,"No",0.647,6.842,100,2.0107,"5",264,13,391.93,6.9,-71.1119301666667,42.3368975333333,0.0578839618211477,"South","West","0","0","1"
43.5,3.77276093809464,0.5405,0.432107039054586,20,3.97,"No",0.575,7.47,52.6,2.872,"5",264,13,390.3,3.16,-71.1167301666667,42.3372975333333,0.0621633385749087,"South","West","0","0","1"
50,3.91202300542815,0.57834,0.456373661825848,20,3.97,"No",0.575,8.297,67,2.4216,"5",264,13,384.54,7.44,-71.1205301666667,42.3370975333333,0.0657829074768803,"South","West","0","0","1"
30.7,3.42426265459315,0.7857,0.579810495220942,20,3.97,"No",0.647,7.014,84.6,2.1329,"5",264,13,384.07,14.79,-71.1240301666667,42.3335975333333,0.0703158541827204,"South","West","1","0","1"
36.5,3.59731226058845,0.55007,0.438300091201737,20,3.97,"No",0.647,7.206,91.6,1.9301,"5",264,13,387.89,8.1,-71.1230301666667,42.3315975333333,0.0701788350058514,"South","West","0","0","1"
31,3.43398720448515,0.82526,0.601722442640598,20,3.97,"No",0.647,7.327,94.5,2.0788,"5",264,13,393.42,11.25,-71.1275301666667,42.3295975333333,0.0751032639067429,"South","West","0","0","1"
48.8,3.8877303128591,0.52014,0.418802435879914,20,3.97,"No",0.647,8.398,91.5,2.2885,"5",264,13,386.86,5.91,-71.1190301666667,42.3275975333333,0.0683523758385886,"South","West","0","0","1"
43.1,3.7635229971097,0.53412,0.427956926743391,20,3.97,"No",0.647,7.52,89.4,2.1398,"5",264,13,388.37,7.26,-71.1150301666667,42.3325975333333,0.062505849988452,"South","West","0","0","1"
33.8,3.52046080248897,0.54011,0.431853842446067,20,3.97,"No",0.647,7.203,81.8,2.1121,"5",264,13,392.8,9.59,-71.1140301666667,42.3295975333333,0.0630058390107224,"South","West","0","0","1"
36,3.58351893845611,0.66351,0.508929827880027,20,3.97,"No",0.647,7.333,100,1.8946,"5",264,13,383.29,7.79,-71.1165301666667,42.3260975333333,0.0669134056034113,"South","West","0","0","1"
50,3.91202300542815,0.61154,0.477190243560092,20,3.97,"No",0.647,8.704,86.9,1.801,"5",264,13,389.7,5.12,-71.1290301666667,42.3220975333333,0.0797648277716753,"South","West","0","0","1"
22.8,3.1267605359604,0.76162,0.566233840236998,20,3.97,"No",0.647,5.56,62.8,1.9865,"5",264,13,392.4,10.45,-71.1365301666667,42.3370975333333,0.0809663896283251,"South","West","0","0","1"
23.4,3.15273602236366,0.19539,0.178472491972324,0,10.81,"No",0.413,6.245,6.2,5.2873,"4",305,19.2,377.17,7.54,-73.212197,44.4884325,3.02762071613424,"North","West","0","0","1"
22.8,3.1267605359604,0.09164,0.0876811526398337,0,10.81,"No",0.413,6.065,7.8,5.2873,"4",305,19.2,390.91,5.52,-73.200697,44.4732325,3.00875777552218,"North","West","0","0","1"
21.7,3.07731226054641,0.15876,0.147350467849902,0,10.81,"No",0.413,5.961,17.5,5.2873,"4",305,19.2,376.94,9.88,-73.221197,44.4774325,3.02632206345676,"North","West","0","0","1"
24.2,3.18635263316264,0.08826,0.0845800904730633,0,10.81,"No",0.413,6.417,6.6,5.2873,"4",305,19.2,383.73,6.72,-73.214197,44.4644325,3.01222848216486,"North","West","0","0","1"
13.4,2.59525470695687,3.32105,1.46349842827836,0,19.58,"Yes",0.871,5.403,100,1.3216,"5",403,14.7,396.9,26.82,-71.0899068333333,42.3710791333333,0.0328932376349825,"North","East","1","1","1"
22.7,3.12236492448736,2.24236,1.17630145971503,0,19.58,"No",0.605,5.854,91.8,2.422,"5",403,14.7,395.11,11.64,-71.0938068333333,42.3718791333333,0.0368406703989589,"North","East","1","1","1"
50,3.91202300542815,2.01019,1.1020031996922,0,19.58,"No",0.605,7.929,96.2,2.0459,"5",403,14.7,369.3,3.7,-71.0929068333333,42.3693791333333,0.0352500642379281,"North","East","0","1","1"
25,3.2188758248682,2.924,1.36711154170312,0,19.58,"No",0.605,6.101,93,2.2834,"5",403,14.7,240.16,9.81,-71.0959068333333,42.3678791333333,0.0378156135581324,"North","West","0","1","1"
22.3,3.10458667846607,2.44953,1.2382379898788,0,19.58,"No",0.605,6.402,95.2,2.2625,"5",403,14.7,330.04,11.32,-71.1009068333333,42.3698791333333,0.0431300996456543,"North","West","0","1","1"
23.8,3.16968558067743,1.80028,1.02971941218149,0,19.58,"No",0.605,5.877,79.2,2.4259,"5",403,14.7,227.61,12.14,-71.0974068333333,42.3710791333333,0.0400414483018625,"North","West","1","1","1"
23.8,3.16968558067743,2.3004,1.19404367324805,0,19.58,"No",0.605,6.319,96.1,2.1,"5",403,14.7,297.09,11.1,-71.0986068333333,42.3728791333333,0.041712574388444,"North","West","0","1","1"
27,3.29583686600433,1.27346,0.821302900110118,0,19.58,"Yes",0.605,6.25,92.6,1.7984,"5",403,14.7,338.92,5.5,-71.0999068333333,42.3718791333333,0.042665071922025,"North","West","0","1","1"
50,3.91202300542815,1.46336,0.901526271673189,0,19.58,"No",0.605,7.489,90.8,1.9709,"5",403,14.7,374.43,1.73,-71.1039068333333,42.3724791333333,0.0466782389211215,"North","West","0","1","1"
17.8,2.87919845729804,2.33099,1.20326955710557,0,19.58,"No",0.871,5.186,93.8,1.5296,"5",403,14.7,356.99,28.32,-71.1041068333333,42.3693791333333,0.0461493238893559,"North","West","1","1","1"
50,3.91202300542815,1.51902,0.923869936997549,0,19.58,"Yes",0.605,8.375,93.9,2.162,"5",403,14.7,388.45,3.32,-71.1009068333333,42.3658791333333,0.0424025049823415,"North","West","0","1","1"
23.3,3.14845336057165,1.42502,0.885839771778117,0,19.58,"No",0.871,6.51,100,1.7659,"5",403,14.7,364.31,7.39,-71.1064068333333,42.3638791333333,0.0476569099093774,"North","West","0","1","1"
15.4,2.73436750941958,2.73397,1.31747201080766,0,19.58,"No",0.871,5.597,94.9,1.5257,"5",403,14.7,351.85,21.45,-71.1081068333333,42.3650791333333,0.0494581056596764,"North","West","1","1","1"
19.1,2.94968833505258,2.3139,1.19812574353401,0,19.58,"No",0.605,5.88,97.3,2.3887,"5",403,14.7,348.13,12.03,-71.1099068333333,42.3638791333333,0.0511466410964003,"North","West","1","1","1"
15.6,2.74727091425549,4.0974,1.62873060581451,0,19.58,"No",0.871,5.468,100,1.4118,"5",403,14.7,396.9,26.42,-71.1086068333333,42.3688791333333,0.0504761573627642,"North","West","1","1","1"
24.3,3.1904763503465,1.34284,0.851363868674899,0,19.58,"No",0.605,6.066,100,1.7573,"5",403,14.7,353.89,6.43,-71.1109068333333,42.3773791333333,0.0548021820926032,"North","West","0","1","1"
13.8,2.62466859216316,2.37934,1.2176804241558,0,19.58,"No",0.871,6.13,100,1.4191,"5",403,14.7,172.91,27.8,-71.1089068333333,42.3733791333333,0.0517399145931847,"North","West","1","1","1"
50,3.91202300542815,1.83377,1.04160798060032,0,19.58,"Yes",0.605,7.802,98.2,2.0407,"5",403,14.7,389.61,1.92,-71.1069068333333,42.3711791333333,0.0492686841930101,"North","West","0","1","1"
17.4,2.85647020622048,1.20742,0.79182441274869,0,19.58,"No",0.605,5.875,94.6,2.4259,"5",403,14.7,292.29,14.43,-71.1119068333333,42.3702791333333,0.0539753567421596,"North","West","1","1","1"
41.3,3.72086249996699,1.22358,0.79911850963327,0,19.58,"No",0.605,6.943,97.4,1.8773,"5",403,14.7,363.43,4.59,-71.1154068333333,42.3770791333333,0.0590026540259852,"North","West","0","1","1"
13.1,2.57261223020711,2.44668,1.23741144887664,0,19.58,"No",0.871,5.272,94,1.7364,"5",403,14.7,88.63,16.14,-71.1189068333333,42.3738791333333,0.0615685354877824,"North","West","1","1","1"
15.6,2.74727091425549,3.53501,1.51182728863633,0,19.58,"Yes",0.871,6.152,82.6,1.7455,"5",403,14.7,88.01,15.02,-71.1234068333333,42.3738791333333,0.0659620804865275,"North","West","1","1","1"
17,2.83321334405622,1.41385,0.881222983213655,0,19.58,"Yes",0.871,6.129,96,1.7494,"5",403,14.7,321.02,15.12,-71.1337068333333,42.3753791333333,0.0763512555808859,"North","West","1","1","1"
11.8,2.46809953147162,2.77974,1.32965522419705,0,19.58,"No",0.871,4.903,97.8,1.3459,"5",403,14.7,396.9,29.29,-71.1239068333333,42.3783791333333,0.0675278838365522,"North","West","1","1","1"
15.3,2.72785282839839,1.12658,0.754515055507092,0,19.58,"Yes",0.871,5.012,88,1.6102,"5",403,14.7,343.28,12.12,-71.1189068333333,42.3793791333333,0.0630278115499568,"North","West","1","1","1"
19.6,2.97552956623647,1.49632,0.914817647417811,0,19.58,"No",0.871,5.404,100,1.5916,"5",403,14.7,341.6,13.28,-71.1285068333333,42.3833791333333,0.0733963847573158,"North","West","1","1","1"
21.5,3.06805293513362,1.6566,0.977047109716266,0,19.58,"No",0.871,6.122,97.3,1.618,"5",403,14.7,372.8,14.1,-71.1159068333333,42.3819791333333,0.0610612440268809,"North","West","1","1","1"
14.6,2.68102152871429,2.36862,1.21450316494911,0,19.58,"No",0.871,4.926,95.7,1.4608,"5",403,14.7,391.71,29.53,-71.1194068333333,42.3839791333333,0.0650483657656152,"North","West","1","1","1"
15.6,2.74727091425549,2.15505,1.14900434372814,0,19.58,"No",0.871,5.628,100,1.5166,"5",403,14.7,169.27,16.65,-71.1229068333333,42.3856791333333,0.0689287079194447,"North","West","1","1","1"
19.4,2.96527306606928,2.14918,1.14714210148875,0,19.58,"No",0.871,5.709,98.5,1.6232,"5",403,14.7,261.95,15.79,-71.1211068333333,42.3878791333333,0.0681276035253712,"North","West","1","1","1"
26.4,3.27336401015227,0.09266,0.0886150903536463,34,6.09,"No",0.433,6.495,18.4,5.4917,"7",329,16.1,383.61,8.67,-81.3871136666667,40.7882806333333,10.4471342322069,"South","West","0","0","2"
33.1,3.49953328238302,0.1,0.0953101798043249,34,6.09,"No",0.433,6.982,17.7,5.4917,"7",329,16.1,390.43,4.86,-81.3621136666667,40.7952806333333,10.4213661058079,"South","West","0","0","2"
22,3.09104245335832,0.03537,0.0347588507564548,34,6.09,"No",0.433,6.59,40.4,5.4917,"7",329,16.1,395.75,9.5,-81.3861136666667,40.8132806333333,10.4424131440047,"South","West","0","0","2"
7,1.94591014905531,0.18337,0.168366300254654,0,27.74,"No",0.609,5.414,98.3,1.7554,"4",711,20.1,344.05,23.97,-71.0293484,42.3886438,0.0410858318766837,"North","East","1","1","1"
20.1,3.00071981506503,0.11132,0.105548497988041,0,27.74,"No",0.609,5.983,83.5,2.1099,"4",711,20.1,396.9,13.35,-71.0332484,42.3877438,0.0377118583604553,"North","East","1","1","1"
15.2,2.72129542785223,0.15086,0.140509488979515,0,27.74,"No",0.609,5.454,92.7,1.8209,"4",711,20.1,395.09,18.06,-71.0349484,42.3910438,0.0391305239039709,"North","East","1","1","1"
8.1,2.09186406167839,0.20746,0.188518979701907,0,27.74,"No",0.609,5.093,98,1.8226,"4",711,20.1,318.43,29.68,-71.0264484,42.3924438,0.0458173301382643,"North","East","1","1","1"
13.6,2.61006979274201,0.10574,0.100514794089864,0,27.74,"No",0.609,5.983,98.8,1.8681,"4",711,20.1,390.11,18.07,-71.0401484,42.3989438,0.0431330882386034,"North","East","1","1","1"
32.7,3.48737507790321,0.01301,0.0129260968861336,35,1.52,"No",0.442,7.241,49.3,7.0379,"1",284,15.5,394.74,5.49,-70.8036544,42.2417675,0.281341246310617,"South","East","0","0","1"
33.3,3.5055573969864,0.04011,0.0393264767908799,80,1.52,"No",0.404,7.287,34.1,7.309,"2",329,12.6,396.9,4.08,-71.3416150666667,42.4542052333333,0.29796577632518,"North","West","0","0","1"
30.3,3.41114771251532,0.04666,0.0456041418050158,80,1.52,"No",0.404,7.107,36.6,7.309,"2",329,12.6,354.31,8.61,-71.3616150666667,42.4552052333333,0.317303351691088,"North","West","0","0","1"
34.6,3.54385368206368,0.03768,0.0369874520502805,80,1.52,"No",0.404,7.274,38.3,7.309,"2",329,12.6,392.2,6.62,-71.3436150666667,42.4717052333333,0.305807778341882,"North","West","0","0","1"
23.4,3.15273602236366,0.04981,0.0486091954146222,21,5.64,"No",0.439,5.998,21.4,6.8147,"4",243,16.8,396.9,8.43,-70.920622,42.5688259,0.250374332979259,"North","East","0","0","1"
20.5,3.02042488614436,0.04337,0.0424558590363923,21,5.64,"No",0.439,6.115,63,6.8147,"4",243,16.8,393.97,9.43,-70.932622,42.5730259,0.247555190159301,"North","East","0","0","1"
25,3.2188758248682,0.0536,0.0522128714469343,21,5.64,"No",0.439,6.511,21.1,6.8147,"4",243,16.8,396.9,5.28,-70.927622,42.5808259,0.256814789711972,"North","East","0","0","1"
19.7,2.98061863574394,0.08873,0.0850118793258392,21,5.64,"No",0.439,5.963,45.7,6.8147,"4",243,16.8,395.56,13.45,-70.947622,42.5773259,0.244069426423728,"North","East","1","0","1"
20.7,3.03013370027132,0.09065,0.0867738487820384,20,6.96,"Yes",0.464,5.92,61.5,3.9175,"3",223,18.6,391.34,13.65,-71.1668136,42.2524085,0.152455909158051,"South","West","1","0","1"
21.1,3.04927304048202,0.29916,0.261717901773971,20,6.96,"No",0.464,5.856,42.1,4.429,"3",223,18.6,388.65,13,-71.1558136,42.2394085,0.154785929713299,"South","West","1","0","1"
24.4,3.19458313229916,0.1146,0.108495596153299,20,6.96,"No",0.464,6.538,58.7,3.9175,"3",223,18.6,394.96,7.73,-71.1628136,42.2339085,0.163469663660289,"South","West","0","0","1"
35.2,3.56104608260405,0.22188,0.200390656254832,20,6.96,"Yes",0.464,7.691,51.8,4.3665,"3",223,18.6,390.77,6.58,-71.1670136,42.2429085,0.159444028352303,"South","West","0","0","1"
25.2,3.22684399451738,0.16211,0.150237318321103,20,6.96,"No",0.464,6.24,16.3,4.429,"3",223,18.6,396.9,6.59,-71.1858136,42.2494085,0.168403295802692,"South","West","0","0","1"
50,3.91202300542815,0.01501,0.0148984646619666,90,1.21,"Yes",0.401,7.923,24.8,5.885,"1",198,13.6,395.52,3.16,-75.5243682,39.158168,5.49479524439585,"South","West","0","0","2"
30.1,3.40452517175483,0.01709,0.0169456087261418,90,2.02,"No",0.41,6.728,36.1,12.1265,"5",187,17,384.46,4.5,-70.6722767,42.0417525,0.50082203112397,"South","East","0","0","1"
21.4,3.06339092202781,0.16902,0.156165790983443,0,25.65,"No",0.581,5.986,88.4,1.9929,"2",188,19.1,385.02,14.81,-122.1948795,47.9820133714286,51.4440891588166,"North","West","1","0","4"
22,3.09104245335832,0.06899,0.0667142774622037,0,25.65,"No",0.581,5.87,69.7,2.2577,"2",188,19.1,389.15,14.37,-122.2017795,47.9842133714286,51.4511882736074,"North","West","1","0","4"
15.7,2.75366071235426,0.38735,0.327395452686242,0,25.65,"No",0.581,5.613,95.6,1.7572,"2",188,19.1,359.29,27.26,-122.2082795,47.9807133714286,51.4572669105745,"North","West","1","0","4"
20.3,3.01062088604774,0.07165,0.0691995168010044,0,25.65,"No",0.581,6.004,84.1,2.1974,"2",188,19.1,377.67,14.27,-122.2075795,47.9772133714286,51.4561889107734,"North","West","1","0","4"
20.5,3.02042488614436,0.09299,0.0889170600217153,0,25.65,"No",0.581,5.961,92.9,2.0869,"2",188,19.1,378.09,17.93,-122.2013795,47.9787133714286,51.4501897530564,"North","West","1","0","4"
17.3,2.85070650150373,0.15038,0.140092322576218,0,25.65,"No",0.581,5.856,97,1.9444,"2",188,19.1,370.31,25.41,-122.1967795,47.9768133714286,51.4454097938126,"North","West","1","0","4"
18.8,2.9338568698359,0.09849,0.0939365094783795,0,25.65,"No",0.581,5.879,95.8,2.0063,"2",188,19.1,379.38,17.58,-122.2038795,47.9732133714286,51.4520744943868,"North","West","1","0","4"
18.5,2.91777073208428,0.19133,0.175070330079762,22,5.86,"No",0.431,5.605,70.2,7.9549,"7",330,19.1,389.13,18.46,-71.4053365,42.264416,0.359407396123463,"South","West","1","1","1"
29.6,3.38777436133001,0.08221,0.0790052466199538,22,5.86,"No",0.431,6.957,6.8,8.9067,"7",330,19.1,386.09,3.53,-71.4193365,42.263216,0.373230464978737,"South","West","0","1","1"
24.3,3.1904763503465,0.33983,0.292542740243048,22,5.86,"No",0.431,6.108,34.9,8.0555,"7",330,19.1,390.18,9.16,-71.4238365,42.270416,0.375794982521388,"South","West","0","1","1"
42.8,3.75653810258775,0.36894,0.314036717734459,22,5.86,"No",0.431,8.259,8.4,8.9067,"7",330,19.1,396.9,3.54,-71.4088365,42.271716,0.36092559550169,"South","West","0","1","1"
17.6,2.86789890204411,0.20608,0.187375431096634,22,5.86,"No",0.431,5.593,76.5,7.9549,"7",330,19.1,372.49,12.5,-71.4168365,42.278116,0.367205547736205,"South","West","1","1","1"
26.2,3.26575941076705,0.19073,0.174566564420888,22,5.86,"No",0.431,6.718,17.5,7.8265,"7",330,19.1,393.74,6.56,-71.4093365,42.283916,0.358622004885717,"South","West","0","1","1"
24.4,3.19458313229916,0.1403,0.131291385681176,22,5.86,"No",0.431,6.487,13,7.3967,"7",330,19.1,396.28,5.9,-71.3998365,42.292416,0.347590018395593,"South","West","0","1","1"
24.8,3.21084365317094,0.21409,0.193994824980046,22,5.86,"No",0.431,6.438,8.9,7.3967,"7",330,19.1,377.07,3.59,-71.4053365,42.299616,0.351676787388999,"South","West","0","1","1"
24.5,3.19867311755068,0.16439,0.152197344738403,22,5.86,"No",0.431,6.433,49.1,7.8265,"7",330,19.1,374.71,9.52,-71.4303365,42.294916,0.377112751558803,"South","West","0","1","1"
20.5,3.02042488614436,0.19657,0.179459130624913,22,5.86,"No",0.431,6.226,79.2,8.0555,"7",330,19.1,376.14,10.15,-71.4425365,42.274116,0.393154183989241,"South","West","0","1","1"
24.7,3.20680324363393,0.02055,0.0203416976579146,85,0.74,"No",0.41,6.383,35.7,9.1876,"2",313,17.3,396.9,5.77,-75.5043761,42.808351,4.4680182088564,"North","West","0","0","1"
